function	description	ARTIB17W0	ARTIB17W4	ARTIB18W0	ARTIB18W4	ARTIB19W0	ARTIB19W4	ARTIB20W0	ARTIB20W4	ARTIB21W0	ARTIB21W4	ARTIB22W0	ARTIB22W4	ARTIB23W0	ARTIB23W4	ARTIB24W0	ARTIB24W4	ARTIB25W0	ARTIB25W4	ARTIB26W0	ARTIB26W4	ARTIB27W0	ARTIB27W4	ARTIB28W0	ARTIB28W4	ARTIB29W0	ARTIB29W4	ARTIB30W0	ARTIB30W4	ARTIB31W0	ARTIB31W4	ARTIB32W0	ARTIB32W4	ARTIB33W0	ARTIB33W4	ARTIB34W0	ARTIB34W4	ARTIB35W0	ARTIB35W4	ARTIB36W0	ARTIB36W4	ARTIB37W0	ARTIB37W4	ARTIB38W0	ARTIB38W4	PMT11W0	PMT12W0	PMT1W0	PMT27W0	PMT34W0	PMT34W48	PMT35W0	PMT35W48	PMT36W0	PMT37W0	PMT37W48	PMT40W0	PMT40W48	PMT43W0	PMT43W48	PMT44W0	PMT46W48	PMT48W0	PMT4W0	PMT4W48	PMT50W48	PMT52W0	PMT52W48	PMT58W0	PMT60W0	PMT60W48	PMT62W0	PMT62W48	PMT63W0	PMT64W0	PMT69W0	PMT69W48	PMT7W0	PMT7W48	R10W24	R12W24	R14W48	R15W48	R16W48	R17W48	R19W48	R20W48	R21W48	R22W48	R24W48	R25W48	R26W48	R29W48	R30W48	R4W48	R5W48
K00001	E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]	1517.75	1578.8300000000002	2986.75	3193.0	4114.87	889.57	1082.03	755.88	3710.66	2764.0	2268.25	4100.91	3036.12	2263.83	1069.74	1952.62	4812.38	3869.75	851.17	454.17	914.98	1175.0	1432.03	851.1700000000001	3651.42	1260.0	1541.7600000000002	884.0000000000001	2605.66	1370.29	571.76	630.47	550.23	1727.84	1881.75	1371.83	8440.43	2474.57	1763.26	2560.94	3718.66	3491.03	1517.17	359.33	5531.71	7997.3	1048.92	1971.42	11690.23	2822.25	9314.42	3231.08	11352.92	9479.3	5027.34	3794.45	5877.09	3680.67	3234.67	7771.58	8101.42	14230.27	8189.33	11260.5	5042.34	522.17	1352.24	13278.18	3759.76	4931.58	2694.0	12568.88	7717.66	12647.25	13464.8	2425.34	3850.83	3799.0	5752.25	8019.78	8203.7	5583.99	3673.56	5388.17	5685.99	6238.31	6945.549999999999	5974.92	5135.16	2244.83	3613.18	5919.4	4890.61	7657.98	3720.42
K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.57	0.0	23.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.86	0.0	0.0
K00003	E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]	41311.12	34057.16	27094.45	41753.08	30777.22	41561.75	25512.75	30633.5	42703.23	36886.79	46193.2	52376.76	41949.490000000005	47322.16	28524.91	34260.4	42884.0	31743.13	36692.26	33502.54	41420.55	34412.55	42242.51	42125.14	38952.11	28363.0	41519.100000000006	45103.17	43562.35	42769.97	45136.14	43939.62	43703.600000000006	39222.97	33463.869999999995	43021.66	38864.630000000005	54440.28	56679.95	46232.08	48599.25	46120.1	41437.09	49892.33	37909.490000000005	38305.3	56773.53	29484.89	44282.8	48190.98	49674.24	36372.12	61741.67	46407.64	47134.16	55265.75	56411.11	48494.990000000005	38402.49	59318.5	50896.35	103331.02	72349.03	83097.67	58003.11	102731.42	19205.19	58852.98	42758.030000000006	47851.46000000001	49375.130000000005	88903.04	56248.2	39813.06	63406.71	56352.55	54042.45	64500.66	35240.1	53661.82	54941.15	42560.37	33785.15	29285.07	20707.42	33673.0	43297.41	26079.75	27460.5	23261.19	25055.48	23357.620000000003	29197.82	44003.88	33559.98
K00004	BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]	84.95	78.0	59.53	33.5	179.8	182.4	42.42	267.0	290.9	148.7	132.95	354.85	137.03	303.53	63.4	2.0	214.5	2124.88	110.6	127.4	56.4	32.55	239.4	443.8	44.0	452.25	1622.15	291.1	93.67	585.9699999999999	45.0	16.2	400.2	288.8	263.0	64.13	554.2	261.13	464.2	191.0	2392.66	2491.33	220.0	117.0	2.4	945.8	195.53	28.8	1642.1	1114.43	258.9	174.2	630.4	132.4	66.4	42.8	90.27	139.4	133.9	1799.33	199.6	573.9	178.53	151.0	88.25	20.0	31.0	900.0300000000001	3546.4	1370.47	1343.8	104.2	302.0	126.8	138.2	424.35	116.2	91.33	53.13	22.4	4144.4	452.0	82.8	13.4	203.6	9.0	644.0699999999999	75.0	119.6	113.2	4.4	312.2	116.8	415.2	54.73
K00005	gldA; glycerol dehydrogenase [EC:1.1.1.6]	20936.870000000003	14795.0	11132.95	17997.58	16885.22	29064.02	9047.58	23646.44	25831.230000000003	23259.5	25391.120000000003	29386.18	31034.870000000003	38095.4	15748.75	17692.4	19412.54	15336.36	25612.4	21257.45	29594.15	22727.8	22500.230000000003	24843.8	20077.94	15085.5	22953.4	29497.5	28083.17	21278.55	24575.050000000003	26520.03	27559.340000000004	25207.8	22896.25	20528.97	19039.16	20134.6	35991.39	28227.67	28587.67	30466.61	24426.92	26410.5	20869.12	15205.63	23959.53	18245.72	23790.09	35412.29	17912.57	14219.62	16901.5	24926.65	26508.49	24903.13	27021.02	17959.239999999998	17209.32	28895.92	22595.93	29662.1	21086.2	36936.42	23148.69	44765.75	8757.52	16019.98	20476.76	25637.63	29514.34	30874.870000000003	23444.67	16468.31	31396.550000000003	40794.63	14918.95	31304.83	22816.44	26478.07	18093.23	17631.25	17102.58	12498.57	11858.93	15648.33	21166.56	12092.83	12839.44	9964.69	16988.809999999998	7765.95	12826.71	25823.120000000003	13883.65
K00007	dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	824.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	53.14	0.0	49.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186.0	123.71	0.0	0.0	22.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.57	0.0	0.0	206.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00008	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]	19824.5	15751.83	15885.0	25202.0	20077.0	28339.73	13997.0	18774.69	26215.33	23257.460000000003	26924.33	28677.0	32551.33	35297.47	11801.0	14588.0	28345.53	21928.6	34168.4	27574.19	19137.42	16579.0	28472.16	29496.0	21803.0	16536.0	24586.6	39278.2	42274.47	37371.0	30279.0	32468.0	26931.0	21917.0	9981.25	18107.5	42022.87	46970.83	36357.36	27079.0	28716.33	24901.33	23795.0	22356.0	19286.0	26078.5	26815.0	17651.0	20128.89	32156.8	21892.0	17064.0	32107.8	28554.0	26404.0	22616.24	32984.0	24888.0	19391.5	31378.0	30708.5	123796.72	30167.0	32639.0	31528.0	42329.0	11380.0	44436.95	17934.0	39247.0	21679.54	62266.0	34589.0	22087.0	45744.3	33613.0	26253.5	45025.0	20606.0	26356.4	35442.5	23528.5	18210.0	14328.0	12427.0	19045.5	30057.85	12790.0	18365.0	15136.33	18282.0	14597.67	16254.16	28191.34	21165.33
K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	3379.5	4272.5	3093.5	3528.0	3461.0	4782.7	2187.25	6687.25	3063.5	3548.0	4201.0	5765.5	5170.5	6511.0	1845.5	4072.5	6651.0	3773.95	9011.75	6269.75	10086.0	4585.75	3107.25	5835.67	5282.0	2203.25	3830.89	8017.5	13071.49	6567.25	3903.0	5888.75	3366.9	3253.5	13690.75	3627.0	9274.7	5220.65	8034.75	3916.5	5720.25	6715.91	6123.0	3991.0	2044.36	2613.5	2489.5	5038.0	5258.25	8875.0	5082.5	4439.5	991.5	6545.5	5733.0	5813.0	5580.25	4966.0	4379.0	4762.75	5418.25	33299.42	13735.0	5826.25	7297.5	1733.5	2287.0	6958.0	3535.0	8828.0	6043.5	3159.5	2042.5	3119.75	7270.5	14645.5	7225.0	16195.5	3623.5	3699.25	5551.75	3329.12	1501.5	2245.5	4194.5	5599.0	6011.4	3464.75	4852.5	1373.0	5382.0	1007.0	2677.75	5285.25	2413.5
K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	599.0	515.0	939.0	582.0	1202.0	367.71	1202.36	1109.67	758.0	1309.3200000000002	550.0	751.0	1961.29	3155.0	758.0	556.29	1950.0	1052.2	2162.0	806.43	828.0	305.0	1398.0	256.0	466.5	238.0	828.14	1206.0	5288.79	953.29	411.0	1152.71	395.0	269.0	446.0	573.0	3781.57	1777.5	1212.81	961.36	1201.0	815.71	3075.0	808.0	691.01	4756.71	426.0	816.0	1000.32	2589.0	1121.0	1499.0	295.0	1667.0	1057.5	1099.0	3877.0	2326.0	1900.5	2984.0	2899.0	954.57	6618.5	703.0	4845.0	826.0	848.5699999999999	14210.0	1138.0	3815.0	3076.08	3208.71	2052.0	994.07	7607.14	682.0	3249.0	11815.0	768.0	1424.21	6514.139999999999	2710.57	804.0	1126.0	289.0	1163.14	4882.57	861.0	2846.0	445.0	1960.43	2009.86	1321.0	2466.64	1080.43
K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	19052.15	13744.17	23948.2	17339.76	30786.57	10902.170000000002	23177.82	11328.69	15704.32	15603.509999999998	20411.27	22543.99	15404.3	14272.9	12845.72	15559.71	22504.35	15698.57	11304.62	14649.38	12900.06	10117.4	16227.75	16357.23	10660.99	8446.65	15764.259999999998	15035.89	23326.83	25828.2	16631.53	11653.25	13862.77	13908.91	12579.53	15388.09	30968.44	27275.6	23720.1	15949.57	13773.88	10112.34	17124.120000000003	24359.43	48159.41	46353.78	31488.120000000003	51350.88	18231.41	14944.48	59264.91	55522.23	39502.65	45079.49	31174.640000000003	49137.76	56718.95	43871.52	34431.92	49444.54000000001	44063.29000000001	62114.97	60075.32	28204.67	61084.96000000001	48744.12	12802.7	44352.07	35663.270000000004	58749.61	33538.009999999995	69285.43	50139.78999999999	39081.04	60908.09	27959.230000000003	44473.380000000005	30933.33	45790.45	43529.350000000006	53224.51	34600.57000000001	22725.78	29812.91	15132.35	22206.69	41529.81	21490.27	35676.16	33735.39	25495.88	19711.04	30018.55	52386.19	50442.71000000001
K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]	34981.4	26054.33	24097.050000000003	32379.17	34002.54	30845.74	23210.56	24443.23	33409.560000000005	29683.2	36143.67	43192.93	36625.92	39143.9	25189.04	30092.59	31370.92	24405.61	28544.620000000003	25877.090000000004	28155.42	25293.75	33062.009999999995	32499.0	30489.95	20431.2	31479.31	33001.630000000005	34273.62	31930.17	33044.49	33720.55	32881.47	31892.67	20338.03	34295.13	34424.7	39680.27	46033.15	36491.23	38131.98	35245.84	35524.270000000004	43262.130000000005	46589.18	44845.96	54128.72	40443.490000000005	41774.84	37709.59	60735.65	46087.98	61238.350000000006	52537.09999999999	45768.51	53115.72	59050.2	47127.12	37855.57	59494.23	54903.83	70010.12000000001	65828.36	68495.42	56431.02	63696.77	16409.77	52495.91	42583.29	50202.98	39872.87	78931.31	56729.93	43750.54	65444.8	47348.09	49759.43	55472.83	43755.94	48130.13	67463.20999999999	40545.54	32284.43	31257.27	21457.69	31821.11	41801.86	28532.97	32193.500000000004	28755.89	27283.370000000003	23199.27	32245.06	58935.06999999999	45330.16
K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]	46756.07	35082.83	41426.630000000005	49742.75	42755.3	45251.46	34668.899999999994	31132.42	47455.72	38972.16	50983.92	55355.34	51472.41	56178.72	32393.89	35090.32	46266.560000000005	38929.75	42371.71000000001	35805.59	43562.0	37043.0	49314.26000000001	46270.67	43604.06	30476.45	49762.71	60720.7	50306.72	53768.850000000006	56518.21	56363.3	51398.07	43552.34	34860.45	43567.12	56621.73	73247.28	60024.42	48333.56	55826.06	51889.13	46093.19	53118.130000000005	60007.130000000005	54749.96	68595.54	54375.08	51472.58	60159.38	78256.81999999999	62061.57	84178.62	67586.51	59393.1	73114.38	82934.22	69307.70999999999	53803.16	84290.56	71251.41	168032.26	96503.69	94541.42	87489.54999999999	113374.02	25710.96	87693.17	59124.15	77791.04999999999	66706.73999999999	124598.65	81076.6	54881.3	85219.81	75489.12	70158.85	80672.32	58062.4	69941.82	79886.62999999999	59180.79	44050.58	40116.27	27028.35	43544.11	59831.58	35886.55	46100.17	40900.55	37347.45	30029.02	42327.72	67977.06999999999	58898.240000000005
K00015	gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]	0.0	0.0	195.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	33.0	0.0	0.0	66.33	16.33	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	1150.0	79.0	283.0	0.0	212.0	31.0	239.0	18.0	301.0	694.0	1138.0	4186.0	124.0	0.0	292.0	0.0	0.0	132.0	114.0	0.0	24.0	0.0	15.0	0.0	120.0	0.0	16.0	9.0	0.0	0.0	14.0	332.0	0.0	213.0	0.0	0.0	72.5	0.0	76.0	0.0	0.0	400.0	655.0	0.0	53.0
K00016	LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]	44441.490000000005	30189.16	23790.99	42362.91	29080.19	44508.75	18502.32	37962.44	48887.13	41553.38	47652.74	58028.350000000006	50168.19	57312.81999999999	34431.97	40396.07	36605.46	28797.120000000003	37749.54	30143.24	45581.68	38514.35	43235.35	44792.12	41198.44	28025.25	44141.83	48704.27	45035.17999999999	37139.850000000006	44868.56	48968.740000000005	48798.97	42991.27	39411.740000000005	47622.79	26416.83	38490.0	61359.92	48596.58	58847.0	58777.7	46539.42999999999	56544.16	37146.26	35554.93	56906.73	27810.870000000003	54063.04	64544.14	46931.48	30078.0	63376.57	48504.03	49953.07	54456.34	50455.47	47388.560000000005	36666.57	56134.76	51838.69	68879.5	71883.4	101106.26	51787.27	96752.59	19014.35	39942.22	42860.880000000005	43061.22	51688.3	65454.91	50340.21000000001	40700.29	58704.4	80606.16	43085.990000000005	66975.32	38351.56	47273.28	49430.46	35389.99	31977.58	25146.8	21763.01	34110.34	36727.55	26376.66	23209.61	17937.71	26519.88	19995.48	26489.39	43653.83	26451.05
K00018	hprA; glycerate dehydrogenase [EC:1.1.1.29]	19457.7	15053.67	21141.68	22902.5	26254.82	17322.54	18865.73	9498.31	21898.83	18641.47	17471.55	20078.58	23740.01	26504.9	10480.73	10632.259999999998	18522.8	10836.38	13148.7	14174.72	18171.85	15842.45	20447.86	19795.2	15442.62	10449.45	11216.93	11434.53	9253.13	15665.79	17747.57	18450.6	18577.3	20218.370000000003	9245.25	14614.05	15941.85	22759.17	34208.86	27735.06	20757.9	21326.9	12609.35	12999.3	36474.34	29220.16	27882.85	34775.35	23617.8	19550.27	40220.5	34530.2	48832.2	35813.869999999995	30715.02	32066.09	46782.77	31962.550000000003	29984.5	48156.48	40905.4	20825.95	31453.33	25536.0	46123.52	58461.09999999999	8813.19	35812.630000000005	28324.8	32775.520000000004	27737.9	66481.11	47827.98	24160.15	47052.94	22002.82	37479.15	36148.75	37321.82	35919.06	21523.07	31087.79	24814.18	22889.870000000003	16097.929999999998	21669.44	31066.17	19245.3	26814.58	24857.28	19819.94	11321.15	23519.51	32781.19	36853.51
K00019	E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	0.0	0.0	217.0	0.0	78.0	0.0	33.0	0.0	13.0	0.0	0.0	0.0	137.0	914.0	1.6	10.4	32.5	68.0	31.0	0.0	4.0	180.0	0.0	0.0	69.5	0.0	109.14	40.0	112.79	44.0	29.8	0.0	34.0	33.0	43.0	17.0	41.0	57.0	0.0	0.0	235.33	144.04	0.0	0.0	74.86	48.0	771.0	21.0	0.0	0.0	1150.0	79.0	43.0	31.0	212.0	31.0	220.0	1087.0	448.0	0.0	2905.0	579.57	0.0	9.0	479.0	0.0	23.0	186.0	57.0	5.0	0.0	0.0	0.0	22.0	10.5	13.0	34.0	9.0	24.0	29.0	0.0	493.0	248.4	217.0	8.0	0.0	177.75	29.0	138.0	97.0	2.0	215.0	636.0	36.0	80.33
K00020	mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	15817.25	14273.5	7937.0	14764.5	11313.5	17105.4	6919.25	13471.19	6344.0	6581.789999999999	15239.25	15625.58	13548.5	14977.4	9390.0	11494.0	10590.42	7230.83	11827.4	10463.19	19380.0	11209.75	14815.0	16663.67	18638.61	11756.75	10737.07	13163.2	11009.59	7132.5	11433.0	14726.5	14864.0	13349.0	18624.75	15572.5	9694.86	11028.0	17535.190000000002	11188.5	17057.66	17355.47	15378.0	24510.5	13590.86	7311.0	17646.5	12866.0	13258.39	14848.52	16852.5	10429.0	12200.3	17821.0	20599.0	18569.33	17171.0	14727.5	9957.0	18036.0	16616.5	17424.12	16237.0	18298.5	12954.69	39465.5	4340.11	10446.05	12985.95	20430.230000000003	15400.54	16523.0	12016.5	10271.0	14401.8	21247.03	20932.0	22036.0	14591.06	16831.8	19294.0	9460.5	8409.1	10252.0	8584.0	11260.0	11965.1	9251.83	8402.0	7407.5	9548.5	5105.5	9670.5	18261.5	8372.33
K00021	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00023	phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]	0.0	0.0	187.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	166.0	0.0	0.0	1.33	33.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1150.0	79.0	37.0	4.0	212.0	31.0	220.0	0.0	294.0	0.0	1211.0	0.0	0.0	0.0	269.0	0.0	0.0	138.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	9.0	2.67	0.0	0.0	453.0	125.0	217.0	0.0	0.0	21.75	0.0	78.0	54.0	1.0	208.0	636.0	0.0	53.0
K00024	mdh; malate dehydrogenase [EC:1.1.1.37]	2028.7	2485.67	10819.76	3104.17	11631.28	721.0799999999999	7324.9299999999985	875.69	350.82	1662.28	1140.8	967.16	3254.38	1327.4	1562.5600000000002	915.38	724.44	1406.62	1125.6999999999998	2166.17	1619.03	1529.2	1693.0	1557.53	1038.87	197.2	437.48	622.16	1445.32	878.25	1580.74	1421.7300000000002	1513.97	2142.54	477.03	598.13	12956.64	4740.17	3147.96	1094.09	1051.39	791.27	2567.6	1023.3	20618.07	23746.96	8904.43	23998.77	7594.400000000001	1890.94	31267.33	25211.53	17692.9	17029.010000000002	12829.61	15205.8	22868.94	15602.97	13123.0	20193.89	18744.230000000003	12591.47	14332.989999999998	502.0	24995.94	19839.6	2814.01	17330.32	15295.31	20511.11	11320.57	19958.82	17775.06	12019.569999999998	25098.61	1305.74	16771.230000000003	8404.83	22504.22	19492.89	29656.1	13476.740000000002	7222.76	12425.54	6826.76	7533.08	17444.22	9375.3	15969.829999999998	14753.03	12881.48	8798.470000000001	12243.399999999998	27918.25	21200.52
K00025	MDH1; malate dehydrogenase [EC:1.1.1.37]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00027	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	28568.67	21774.5	19995.42	32018.08	22800.26	26661.69	20063.66	17488.75	26851.33	21607.59	26916.42	28829.08	31375.97	34913.3	16725.92	15137.5	24372.34	14882.66	20629.24	19275.93	27617.32	24031.25	30217.69	27949.67	28419.44	17764.5	20622.29	26588.2	14729.16	20258.25	27880.42	28945.83	29615.24	27205.5	22374.2	26020.87	23772.56	31774.4	37637.5	33726.92	36189.34	33539.520000000004	26024.25	34475.5	29135.78	31591.5	35272.33	20837.59	33517.68	35573.770000000004	32848.67	26817.09	55272.8	36435.91	32927.259999999995	32206.95	45464.26	32958.84	27981.59	47448.59	40116.66	46956.87	38554.67	46221.92	38101.36	64774.75	11244.52	42892.05	28234.02	28032.56	32583.0	66890.67	46545.04	22400.35	41538.55	38251.53	42501.42	49664.83	27853.97	37978.64	37336.5	32922.869999999995	25542.65	21678.0	16827.989999999998	25024.5	30519.99	18209.83	21306.41	17670.32	16056.24	14152.42	21642.27	32230.26	26931.74
K00028	E1.1.1.39; malate dehydrogenase (decarboxylating) [EC:1.1.1.39]	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5	11.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00029	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	1793.9499999999998	1757.5000000000002	10132.85	2710.17	11193.91	403.04	7062.729999999999	593.48	211.49	1564.61	578.05	508.58	2756.59	1079.57	1405.48	495.92	279.39	888.71	656.7	1356.3000000000002	1218.95	813.7	1426.5	1205.0299999999995	895.4499999999999	79.2	115.48	12.83	1021.32	442.29	1079.57	527.9300000000001	1080.47	2136.37	96.08	287.8	10086.07	3056.42	2188.2	681.48	575.4	517.61	1104.1	180.8	19373.53	13841.329999999998	7984.349999999999	22186.52	7050.5	798.44	28262.58	21741.78	16634.65	16291.54	11409.94	14460.3	22566.35	14780.72	12288.5	19222.98	18402.980000000003	12073.22	14042.329999999998	191.0	23741.77	19584.6	2418.77	12147.66	14341.06	20401.52	11280.57	18955.61	18317.73	9437.82	22115.47	1029.57	15591.73	7571.0	21952.64	18651.18	29119.23	13622.920000000002	7616.43	12380.87	5861.43	6426.4400000000005	12258.48	8549.05	15506.0	14195.03	12837.97	6276.07	11771.149999999998	24513.61	21434.93
K00030	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	11985.5	5554.5	4668.75	11157.75	7203.75	14155.65	3107.75	12939.25	15529.0	13132.0	13049.75	15391.75	17760.5	19972.3	10368.25	10040.5	4405.45	4178.35	12849.9	8625.9	11287.25	13203.75	12751.0	15075.5	9897.0	6392.0	10949.0	15731.5	8570.25	6495.75	13028.25	15733.5	16601.5	14015.0	4067.25	11231.0	5161.5	7622.0	19693.5	18563.25	14977.5	15665.5	12691.75	16267.5	9707.25	8226.5	12830.5	7103.25	12589.0	15984.8	8524.0	4767.75	11565.0	12577.25	8935.75	12287.83	10711.75	8745.0	7311.25	12152.75	11205.5	14579.0	10785.5	23149.25	7597.25	14181.25	4896.75	4872.75	7486.58	12787.33	13339.0	5066.5	7601.5	7694.5	12151.75	16750.75	6278.75	13381.0	11604.75	11419.5	5783.5	8113.25	8449.25	5630.0	4933.0	6951.5	7225.0	4964.5	3609.0	2994.0	5267.25	3809.75	4751.75	12376.92	4519.25
K00031	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	22480.9	20092.83	16726.13	19397.5	25039.12	16744.34	19398.81	12898.23	18122.56	16859.84	22887.92	27344.18	18165.04	18171.2	14514.04	19430.09	28087.38	20548.01	15804.47	17089.82	16174.17	12688.5	21018.76	19459.5	17887.2	13872.2	20578.81	17211.13	25985.12	26111.42	20498.49	18811.55	16582.97	17724.17	15180.03	21850.35	29648.45	31971.1	25314.730000000003	18030.480000000003	22891.23	18886.84	21685.52	26676.13	35222.54	32046.88	38694.47	29484.07	26614.73	20653.79	46175.31999999999	37470.48	39428.850000000006	34948.6	31823.59	38124.22	44765.12	36047.87	27762.57	42149.23	39759.75	50883.37	48068.36	43055.17	43046.77	49357.27	10752.02	46240.66	32565.29	36264.4	26561.37	72563.81	47520.48	35860.04	49668.97	30717.84	39126.68	39602.58	30510.86	29529.63	54737.630000000005	28598.59	21576.91	21360.77	13645.02	20734.61	31915.78	18844.22	24554.85	23511.64	19910.29	17394.27	24134.56	43212.07	36948.57
