function	description	ARTIB17W0	ARTIB17W4	ARTIB18W0	ARTIB18W4	ARTIB19W0	ARTIB19W4	ARTIB20W0	ARTIB20W4	ARTIB21W0	ARTIB21W4	ARTIB22W0	ARTIB22W4	ARTIB23W0	ARTIB23W4	ARTIB24W0	ARTIB24W4	ARTIB25W0	ARTIB25W4	ARTIB26W0	ARTIB26W4	ARTIB27W0	ARTIB27W4	ARTIB28W0	ARTIB28W4	ARTIB29W0	ARTIB29W4	ARTIB30W0	ARTIB30W4	ARTIB31W0	ARTIB31W4	ARTIB32W0	ARTIB32W4	ARTIB33W0	ARTIB33W4	ARTIB34W0	ARTIB34W4	ARTIB35W0	ARTIB35W4	ARTIB36W0	ARTIB36W4	ARTIB37W0	ARTIB37W4	ARTIB38W0	ARTIB38W4	PMT11W0	PMT12W0	PMT1W0	PMT27W0	PMT34W0	PMT34W48	PMT35W0	PMT35W48	PMT36W0	PMT37W0	PMT37W48	PMT40W0	PMT40W48	PMT43W0	PMT43W48	PMT44W0	PMT46W48	PMT48W0	PMT4W0	PMT4W48	PMT50W48	PMT52W0	PMT52W48	PMT58W0	PMT60W0	PMT60W48	PMT62W0	PMT62W48	PMT63W0	PMT64W0	PMT69W0	PMT69W48	PMT7W0	PMT7W48	R10W24	R12W24	R14W48	R15W48	R16W48	R17W48	R19W48	R20W48	R21W48	R22W48	R24W48	R25W48	R26W48	R29W48	R30W48	R4W48	R5W48
K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB	279.0	366.33	422.0	116.0	1576.17	173.0	722.0	204.67	63.66	1543.34	108.0	94.0	382.0	1043.67	41.0	104.66	250.0	173.82999999999998	197.0	440.0	85.67	243.0	157.0	248.33	168.82999999999998	19.0	86.48	10.0	962.99	298.0	43.0	49.33	432.67	202.0	279.33	72.67	7925.33	1704.83	1427.17	402.17	199.0	152.20999999999998	448.0	1359.0	3272.19	2165.67	176.0	258.0	2141.0	68.67	3634.5	4997.33	1654.0	2243.67	414.0	988.0	5078.0	377.67	908.0	1704.0	1920.0	11463.57	27.0	9.0	1483.0	74.0	4.33	1729.9299999999998	2669.01	1083.17	142.67000000000002	1345.0	483.0	838.1700000000001	3677.5	410.5	1059.33	181.5	1009.33	4100.07	6597.33	4475.17	1523.73	2785.0	536.0	227.0	418.58	965.5	3293.67	779.33	845.33	3333.67	1702.0	2274.34	1573.33
K07658	phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP	31885.42	23796.0	24728.59	39114.75	26898.93	35117.32	22588.41	23479.69	36105.83	28804.79	36007.5	37872.83	38415.43	41638.2	20663.85	19740.9	31191.51	21868.83	31585.49	28247.02	32016.82	28688.75	38547.44	37366.17	31981.61	21488.5	29962.68	42767.2	28301.55	34329.5	38968.05	39583.25	38039.67	33682.5	24198.42	30547.730000000003	31455.2	49082.92	49410.61	43738.25	41126.09	37651.4	31269.92	40496.5	32201.09	38726.49	43923.83	23272.26	35516.3	46564.02	43104.0	29397.26	57496.3	38510.41	41122.26	37420.62	49847.17	39473.67	32369.59	49605.34	45138.240000000005	90928.55	43774.17	56596.17	42107.61	84199.25	15099.19	51296.22	28032.36	41574.89	38445.87	77243.67	50135.740000000005	27342.43	49154.71000000001	49251.28	46570.42	54765.33	31223.3	46294.89	61370.25	40009.2	29182.59	24379.0	17697.66	28393.5	35115.09	21558.58	22268.14	20769.82	20504.74	17518.42	23763.52	47521.17	30486.09
K07659	ompR; two-component system, OmpR family, phosphate regulon response regulator OmpR	0.0	0.0	283.0	0.0	362.0	153.67	192.0	180.0	3.33	4.67	21.67	5.0	220.67	928.0	0.0	29.0	20.67	110.83	0.0	2.0	85.67	211.0	2.0	21.33	72.83	0.0	86.14	0.0	425.32	285.0	0.0	24.33	420.67	166.0	60.33	2.67	2960.33	51.0	200.0	13.67	191.0	123.71	2.0	0.0	768.19	132.0	0.0	69.0	2081.0	29.67	1470.0	184.33	1127.0	222.0	212.0	202.0	838.0	2.67	294.0	898.0	1600.0	597.9000000000001	0.0	0.0	822.0	59.0	4.33	1650.33	2159.33	67.67	68.67	544.0	405.0	371.67	3536.5	68.0	32.0	9.0	408.33	3294.0	956.33	1278.0	738.7299999999999	1286.0	98.0	3.0	134.07999999999998	145.0	574.6700000000001	273.33000000000004	790.33	382.0	981.0	413.67	488.33
K07660	phoP; two-component system, OmpR family, response regulator PhoP	0.0	0.0	0.0	0.0	33.0	153.67	99.0	180.0	3.33	4.67	17.67	5.0	357.67	1752.0	0.0	29.0	20.67	131.82999999999998	0.0	0.0	85.67	211.0	0.0	21.33	142.32999999999998	0.0	149.14	0.0	446.82	285.0	0.0	24.33	421.67	0.0	60.33	2.67	2960.33	0.0	195.0	13.67	374.0	246.71	2.0	0.0	82.19	0.0	0.0	2.0	2081.0	29.67	0.0	8.33	684.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	569.9000000000001	0.0	0.0	412.0	0.0	4.33	48.33	1980.33	51.67	30.67	17.0	0.0	273.67	0.0	64.0	0.0	0.0	99.33	0.0	59.33	0.0	11.73	0.0	0.0	3.0	48.33	58.0	3.67	6.33	3.33	0.0	0.0	32.67	19.33
K07661	rstA; two-component system, OmpR family, response regulator RstA	0.0	0.0	0.0	0.0	33.0	153.67	99.0	180.0	3.33	4.67	17.67	5.0	220.67	928.0	0.0	29.0	1.67	110.83	0.0	0.0	85.67	211.0	0.0	21.33	72.83	0.0	86.14	0.0	420.32	285.0	0.0	24.33	420.67	0.0	60.33	2.67	2954.33	0.0	195.0	13.67	188.0	123.71	2.0	0.0	61.19	0.0	0.0	2.0	2081.0	29.67	0.0	6.33	648.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	569.9000000000001	0.0	0.0	206.0	0.0	4.33	18.33	1983.33	51.67	30.67	17.0	0.0	273.67	10.5	64.0	0.0	0.0	88.33	0.0	59.33	0.0	11.73	0.0	0.0	3.0	48.33	29.0	3.67	6.33	3.33	0.0	0.0	3.67	3.33
K07662	cpxR; two-component system, OmpR family, response regulator CpxR	0.0	0.0	37.0	0.0	127.17	153.67	110.0	180.67	3.33	4.67	27.67	5.0	220.67	928.0	8.0	29.66	1.67	865.83	0.0	0.0	85.67	219.0	0.0	21.33	72.83	0.0	115.48	0.0	420.32	330.0	21.0	24.33	441.67	0.0	62.33	2.67	2954.33	0.0	201.0	13.67	188.0	125.21	2.0	0.0	606.19	0.0	38.0	26.0	2081.0	29.67	5.5	26.33	669.0	0.17	2.0	0.0	299.0	228.67	82.0	218.0	26.0	569.9000000000001	134.0	0.0	554.0	59.0	4.33	2041.33	2070.01	67.67	107.67	311.0	0.0	273.67	10.5	191.5	0.33	0.5	328.66	3113.17	199.33	0.17	11.73	856.0	45.0	3.0	48.83	50.5	10.67	6.33	3.33	0.0	34.0	235.67	19.33
K07663	creB; two-component system, OmpR family, catabolic regulation response regulator CreB	0.0	0.0	0.0	0.0	33.0	153.67	99.0	180.0	3.33	4.67	17.67	5.0	220.67	928.0	0.0	29.0	1.67	110.83	0.0	0.0	85.67	211.0	0.0	21.33	63.33	0.0	72.0	0.0	380.33	285.0	0.0	24.33	420.67	0.0	60.33	2.67	2954.33	0.0	195.0	13.67	188.0	123.0	2.0	0.0	61.19	0.0	0.0	2.0	2081.0	29.67	0.0	6.33	648.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	559.33	0.0	0.0	206.0	0.0	4.33	18.33	1980.33	51.67	3.67	17.0	0.0	273.67	10.5	64.0	0.0	0.0	88.33	0.0	59.33	0.0	11.73	0.0	0.0	3.0	48.33	29.0	3.67	6.33	3.33	0.0	0.0	3.67	3.33
K07664	baeR, smeR; two-component system, OmpR family, response regulator BaeR	0.0	0.0	0.0	0.0	33.0	153.67	99.0	180.0	3.33	4.67	17.67	5.0	220.67	928.0	0.0	29.0	1.67	108.33	0.0	0.0	85.67	211.0	0.0	21.33	72.83	0.0	86.14	0.0	420.32	285.0	0.0	24.33	420.67	0.0	60.33	2.67	2905.33	0.0	195.0	13.67	188.0	123.71	2.0	0.0	61.19	0.0	0.0	2.0	2081.0	29.67	0.0	6.33	648.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	569.9000000000001	0.0	0.0	206.0	0.0	4.33	48.33	1980.33	51.67	30.67	17.0	0.0	273.67	0.0	64.0	0.0	0.0	88.33	0.0	59.33	0.0	5.33	0.0	0.0	3.0	48.33	29.0	3.67	6.33	3.33	0.0	0.0	3.67	3.33
K07665	cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR	0.0	0.0	19.0	0.0	16.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	137.0	914.0	11.0	0.0	121.0	34.5	0.0	0.0	0.0	180.0	0.0	0.0	98.0	0.0	120.0	25.0	120.2	118.0	0.0	0.0	2.0	332.0	0.0	0.0	114.0	25.0	35.0	15.0	186.0	123.0	0.0	0.0	62.44	29.0	0.0	0.0	0.0	23.0	0.0	0.0	37.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	73.0	557.0	0.0	0.0	210.0	0.0	0.0	138.0	0.0	0.0	81.0	0.0	0.0	0.0	10.5	13.0	16.0	0.0	11.0	0.0	0.0	121.0	157.0	4.0	0.0	0.0	2967.0	29.0	2.0	54.0	1.0	0.0	0.0	0.0	0.0
K07666	qseB; two-component system, OmpR family, response regulator QseB	0.0	0.0	126.0	0.0	268.17	153.67	184.0	180.67	3.33	4.67	23.67	5.0	220.67	928.0	8.0	29.66	20.67	865.83	0.0	2.0	85.67	219.0	0.0	21.33	82.33	0.0	127.48	0.0	428.82	330.0	21.0	24.33	441.67	166.0	62.33	2.67	2966.33	18.0	206.0	13.67	188.0	125.21	2.0	0.0	222.19000000000003	112.0	38.0	93.0	2081.0	29.67	320.0	103.33	1111.0	218.17	2.0	171.0	353.0	228.67	82.0	1116.0	363.0	569.9000000000001	134.0	0.0	901.0	0.0	4.33	3505.33	2179.01	51.67	145.67000000000002	250.0	405.0	371.67	3536.5	195.5	16.33	0.5	188.66	176.17000000000002	1096.33	763.17	613.7299999999999	213.0	53.0	3.0	112.83	166.5	503.67	219.33	789.33	172.0	379.0	166.67000000000002	451.33
K07667	kdpE; two-component system, OmpR family, KDP operon response regulator KdpE	26392.0	15697.33	16151.75	29210.75	23414.75	28832.15	15386.5	19999.19	29394.160000000003	26127.33	29733.25	33112.75	36844.0	41501.97	17134.25	17299.0	27085.45	20042.93	26913.15	22775.64	21553.42	22473.75	29304.75	26437.33	22350.83	17078.25	24434.84	32417.9	27234.34	29744.0	28101.25	32620.08	31645.67	28598.0	8232.279999999999	20895.67	32669.9	36782.58	43463.61	39971.42	35975.75	33042.71	26985.25	34846.0	26993.44	30875.0	30270.0	18377.25	27464.44	29138.97	27996.5	18641.08	43964.1	28758.25	29899.75	27314.5	38843.0	26598.17	23313.25	41662.0	35031.75	72983.92	32201.0	41992.0	34459.25	50917.25	11147.58	47724.08	22339.08	30569.17	29915.71	64323.0	42626.0	24444.42	49977.85	34601.75	29665.75	46552.0	25286.08	34929.45	31815.08	27937.25	24545.480000000003	18200.5	13334.5	21343.5	27686.78	15151.25	16785.67	15399.66	19513.58	16986.92	18700.0	32777.84	25184.58
K07668	vicR; two-component system, OmpR family, response regulator VicR	640.95	618.0	1223.37	1286.5	2601.3	708.5	1266.92	881.5	1471.23	805.5300000000001	680.95	927.01	422.2	556.9300000000001	427.0	375.73	1296.59	2695.8	2993.5	3266.3	2746.3	1161.8	2042.93	2111.9700000000003	608.61	683.75	1944.9	1109.77	534.3299999999999	2178.9700000000003	789.2199999999999	1875.7	658.93	1150.97	5492.25	1157.3	594.23	4038.37	1267.5300000000002	921.33	2976.5	3703.27	2168.5	448.5	1321.5700000000002	6168.3	1307.7	1030.3	2998.76	6677.45	3171.9	1086.0300000000002	9252.07	1955.73	5486.4	1024.92	1978.27	1537.32	2586.4	3832.5	3152.27	1232.0	956.87	452.33	2490.36	10398.0	121.11	1794.2	5066.52	2350.7	1896.8	2651.87	3397.33	629.3	8395.029999999999	9208.63	4464.7	1664.67	1865.35	2013.9	8904.4	3641.5	1294.0	1832.9	724.9300000000001	1043.5	2523.3	2512.33	1727.43	2014.2	2059.4	1678.2	2070.66	5693.2	1994.9
K07669	mprA; two-component system, OmpR family, response regulator MprA	342.0	196.0	156.0	470.0	145.0	447.0	0.0	0.0	2.0	0.0	138.0	146.0	463.8	475.4	0.0	0.0	0.0	0.0	90.0	1.2	498.0	589.0	460.0	529.0	246.0	74.0	0.0	0.0	3.0	0.0	670.0	0.0	357.5	153.0	298.2	244.2	0.0	0.0	0.0	0.0	718.0	403.0	389.0	484.0	48.0	0.0	134.0	116.0	442.0	359.0	94.0	0.0	0.0	162.0	718.0	197.0	199.0	458.0	124.0	154.0	241.0	0.0	14.0	877.0	0.0	47.0	0.0	0.0	224.0	210.0	0.0	593.0	53.2	0.0	0.0	3.0	666.0	62.0	54.0	209.0	0.0	233.0	67.0	81.0	58.0	69.0	0.0	97.0	113.4	0.0	0.0	0.0	158.0	137.0	32.0
K07670	mtrA; two-component system, OmpR family, response regulator MtrA	131.0	214.33	45.33	38.0	353.33000000000004	451.0	27.0	191.0	792.67	564.3299999999999	473.67	715.0	131.66	167.66000000000005	317.66	1172.67	648.33	645.8299999999999	259.17	270.2	129.0	210.0	8.0	14.0	51.0	55.0	1388.0	471.0	1959.0	1193.0	479.67	1140.67	291.5	40.0	89.2	353.66	15.0	203.33	93.0	424.0	221.66	180.33	546.6700000000001	191.33	8.0	290.0	711.0	49.67	154.0	1546.33	63.67	17.0	75.0	78.33	30.67	460.0	54.67	68.0	12.67	92.33	64.0	73.0	792.6600000000001	285.67	18.0	229.67	207.0	314.33	597.0	335.0	108.0	90.0	0.0	1464.0	155.32999999999998	1425.67	123.0	131.66	44.33	3.0	542.3299999999999	0.0	17.33	0.0	12.33	197.67	499.0	69.67	0.0	2.33	946.67	378.33	72.0	174.67000000000002	1.33
K07671	prrA; two-component system, OmpR family, response regulator PrrA	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07672	trcR; two-component system, OmpR family, response regulator TrcR	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07673	narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]	0.0	0.0	70.0	0.0	522.0	153.67	154.0	180.0	3.33	4.67	25.67	5.0	220.67	928.0	0.0	29.0	1.67	108.33	0.0	2.0	85.67	211.0	0.0	21.33	72.83	0.0	86.14	0.0	420.32	285.0	0.0	24.33	420.67	166.0	60.33	2.67	2911.33	18.0	200.0	13.67	188.0	123.71	2.0	0.0	1323.1899999999998	112.0	0.0	101.0	2081.0	29.67	330.0	116.33	1070.0	331.0	0.0	171.0	1053.0	2.67	0.0	898.0	342.0	569.9000000000001	0.0	0.0	562.0	118.0	4.33	1458.33	2110.33	83.67	101.67	838.0	686.0	391.67	3526.0	68.0	16.0	0.0	707.3299999999999	6518.0	956.33	642.0	563.7299999999999	1921.0	181.0	3.0	126.33	145.0	494.67	180.33	1386.33	172.0	345.0	670.67	817.33
K07674	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]	0.0	0.0	37.0	0.0	33.17	153.67	110.0	180.67	5.33	4.67	23.67	5.0	83.67	104.0	8.0	29.66	1.67	844.83	0.0	0.0	85.67	219.0	0.0	21.33	12.83	0.0	62.34	0.0	370.83	330.0	21.0	24.33	441.67	0.0	62.33	2.67	2954.33	0.0	201.0	13.67	2.0	0.0	2.0	0.0	38.33	0.0	38.0	26.0	2081.0	29.67	0.0	15.33	669.0	0.17	2.0	0.0	16.0	228.67	82.0	218.0	0.0	559.33	134.0	0.0	348.0	0.0	4.33	2011.33	2062.01	51.67	107.67	17.0	0.0	273.67	0.0	188.0	0.33	0.5	85.66	0.17	199.33	0.17	5.33	0.0	0.0	3.0	48.83	21.5	10.67	6.33	3.33	0.0	34.0	3.67	19.33
K07675	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]	0.0	0.0	0.0	0.0	66.0	307.34	198.0	360.0	6.66	9.34	35.34	10.0	304.34000000000003	1032.0	0.0	58.0	3.34	198.16	0.0	0.0	171.34	422.0	0.0	42.66	85.66	0.0	117.0	0.0	759.66	570.0	0.0	48.66	839.34	0.0	120.66	5.34	5865.66	0.0	390.0	27.34	188.0	123.0	4.0	0.0	99.52	0.0	0.0	4.0	4162.0	59.34	0.0	12.66	1295.0	0.0	0.0	0.0	1.0	5.34	0.0	0.0	0.0	1118.66	0.0	0.0	206.0	0.0	8.66	66.66	3960.66	103.34	7.34	34.0	0.0	547.34	0.0	128.0	0.0	0.0	165.66	0.0	118.66	0.0	10.66	0.0	0.0	6.0	96.66	29.0	7.34	12.66	6.66	0.0	0.0	7.34	6.66
K07676	rcsD; two-component system, NarL family, sensor histidine kinase RcsD [EC:2.7.13.3]	0.0	0.0	0.0	0.0	33.0	153.67	99.0	180.0	3.33	4.67	17.67	5.0	220.67	928.0	0.0	29.0	1.67	108.33	0.0	0.0	85.67	211.0	0.0	21.33	72.83	0.0	86.14	0.0	420.32	285.0	0.0	24.33	420.67	0.0	60.33	2.67	2905.33	0.0	195.0	13.67	188.0	123.71	2.0	0.0	61.19	0.0	0.0	2.0	2081.0	29.67	0.0	6.33	648.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	569.9000000000001	0.0	0.0	206.0	0.0	4.33	48.33	1980.33	51.67	30.67	17.0	0.0	273.67	0.0	64.0	0.0	0.0	88.33	0.0	59.33	0.0	5.33	0.0	0.0	3.0	48.33	29.0	3.67	6.33	3.33	0.0	0.0	3.67	3.33
K07677	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]	0.0	0.0	0.0	0.0	33.0	153.67	99.0	180.0	3.33	4.67	17.67	5.0	220.67	928.0	0.0	29.0	39.67	108.33	0.0	0.0	85.67	211.0	0.0	21.33	72.83	0.0	86.14	0.0	420.32	285.0	0.0	24.33	420.67	0.0	60.33	2.67	2905.33	0.0	195.0	13.67	188.0	123.71	2.0	0.0	61.19	0.0	0.0	2.0	2081.0	29.67	0.0	6.33	648.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	569.9000000000001	0.0	0.0	206.0	0.0	4.33	48.33	1980.33	51.67	30.67	17.0	0.0	273.67	0.0	64.0	0.0	0.0	88.33	0.0	59.33	0.0	5.33	0.0	0.0	3.0	48.33	29.0	3.67	6.33	3.33	0.0	0.0	3.67	3.33
K07678	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]	0.0	0.0	0.0	0.0	33.0	153.67	99.0	180.0	3.33	4.67	17.67	5.0	220.67	928.0	0.0	29.0	20.67	110.83	0.0	0.0	85.67	211.0	0.0	21.33	72.83	0.0	86.14	0.0	420.32	285.0	0.0	24.33	420.67	0.0	60.33	2.67	2954.33	0.0	195.0	13.67	188.0	123.71	2.0	0.0	61.19	0.0	0.0	2.0	2081.0	29.67	0.0	6.33	648.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	569.9000000000001	0.0	0.0	206.0	0.0	4.33	18.33	1983.33	51.67	30.67	17.0	0.0	273.67	10.5	64.0	0.0	0.0	88.33	0.0	59.33	0.0	11.73	0.0	0.0	3.0	48.33	29.0	3.67	6.33	3.33	0.0	0.0	3.67	3.33
K07679	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	0.0	0.0	0.0	0.0	66.0	307.34	198.0	360.0	6.66	9.34	35.34	10.0	304.34000000000003	852.0	0.0	58.0	79.34	198.16	0.0	0.0	171.34	62.0	0.0	42.66	76.16	0.0	63.0	0.0	747.16	532.0	0.0	48.66	837.34	0.0	120.66	5.34	5859.66	0.0	390.0	27.34	186.0	123.0	4.0	0.0	31.52	0.0	0.0	4.0	4162.0	59.34	0.0	12.66	1294.0	0.0	0.0	0.0	0.0	5.34	0.0	0.0	0.0	4.66	0.0	0.0	206.0	0.0	8.66	36.66	3960.66	103.34	34.34	34.0	0.0	547.34	0.0	102.0	0.0	0.0	165.66	0.0	118.66	0.0	29.860000000000003	0.0	0.0	6.0	96.66	29.0	7.34	12.66	6.66	0.0	0.0	7.34	6.66
K07681	vraS; two-component system, NarL family, vancomycin resistance sensor histidine kinase VraS [EC:2.7.13.3]	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07682	devS; two-component system, NarL family, sensor histidine kinase DevS [EC:2.7.13.3]	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07683	nreB; two-component system, NarL family, sensor histidine kinase NreB [EC:2.7.13.3]	238.0	341.5	80.5	426.0	41.0	86.5	136.0	156.5	193.0	314.0	43.0	106.0	57.0	20.0	91.5	182.5	382.0	203.0	29.5	11.5	66.5	22.5	976.0	1270.0	74.5	23.0	41.0	54.5	189.0	125.5	86.0	22.5	152.0	18.5	146.5	103.5	851.5	1093.0	49.0	50.0	108.0	61.5	62.5	170.0	103.5	143.5	288.0	43.5	484.0	202.5	28.5	38.5	128.0	76.5	122.5	103.0	41.5	92.0	60.0	179.5	94.0	173.0	87.5	80.0	19.5	179.0	0.0	65.5	520.5	7.0	583.5	622.0	119.0	43.0	94.5	17.5	1220.5	663.0	50.0	75.5	208.5	59.5	112.5	78.0	0.0	5.5	172.0	108.0	42.5	12.5	387.5	10.0	121.5	137.0	27.5
K07684	narL; two-component system, NarL family, nitrate/nitrite response regulator NarL	0.0	0.0	89.0	0.0	682.0	155.67	173.0	180.0	3.33	4.67	29.67	5.0	220.67	928.0	0.0	29.0	1.67	108.33	0.0	2.0	85.67	211.0	0.0	21.33	72.83	0.0	86.14	0.0	420.32	285.0	0.0	24.33	420.67	166.0	60.33	2.67	2911.33	18.0	200.0	13.67	188.0	127.71	2.0	0.0	1881.19	114.0	0.0	133.0	2081.0	29.67	340.0	127.33	1107.0	452.0	0.0	178.0	1488.0	2.67	0.0	898.0	441.0	569.9000000000001	0.0	0.0	575.0	177.0	4.33	1636.33	2118.33	99.67	134.67000000000002	1132.0	967.0	411.67	3526.0	68.0	16.0	0.0	1006.33	9747.0	956.33	716.0	763.7299999999999	2781.0	264.0	3.0	140.32999999999998	145.0	494.67	249.33	1984.33	172.0	345.0	942.67	1201.33
K07685	narP; two-component system, NarL family, nitrate/nitrite response regulator NarP	0.0	0.0	37.0	0.0	33.17	153.67	110.0	180.67	3.33	4.67	23.67	5.0	83.67	104.0	8.0	29.66	1.67	844.83	0.0	0.0	85.67	219.0	0.0	21.33	3.33	0.0	52.48	0.0	393.62	330.0	21.0	24.33	441.67	0.0	62.33	2.67	2954.33	0.0	201.0	13.67	2.0	0.71	2.0	0.0	38.33	0.0	38.0	26.0	2081.0	29.67	0.0	15.33	669.0	0.17	2.0	0.0	16.0	228.67	82.0	218.0	0.0	569.9000000000001	134.0	0.0	348.0	0.0	4.33	2041.33	2062.01	51.67	107.67	17.0	0.0	273.67	0.0	188.0	0.33	0.5	85.66	0.17	199.33	0.17	5.33	0.0	0.0	3.0	48.83	21.5	10.67	6.33	3.33	0.0	34.0	3.67	19.33
K07686	uhpA; two-component system, NarL family, uhpT operon response regulator UhpA	0.0	0.0	0.0	0.0	66.0	307.34	198.0	360.0	6.66	9.34	35.34	10.0	304.34000000000003	1032.0	0.0	58.0	3.34	198.16	0.0	0.0	171.34	422.0	0.0	42.66	85.66	0.0	117.0	0.0	759.66	570.0	0.0	48.66	839.34	0.0	120.66	5.34	5859.66	0.0	390.0	27.34	188.0	123.0	4.0	0.0	99.52	0.0	0.0	4.0	4162.0	59.34	0.0	12.66	1295.0	0.0	0.0	0.0	0.0	5.34	0.0	0.0	0.0	1118.66	0.0	0.0	206.0	0.0	8.66	66.66	3960.66	103.34	7.34	34.0	0.0	547.34	0.0	128.0	0.0	0.0	165.66	0.0	118.66	0.0	17.060000000000002	0.0	0.0	6.0	96.66	29.0	7.34	12.66	6.66	0.0	0.0	7.34	6.66
K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB	0.0	0.0	0.0	0.0	33.0	153.67	99.0	180.0	3.33	4.67	17.67	5.0	220.67	1018.0	0.0	29.0	58.67	108.33	0.0	0.0	85.67	391.0	0.0	21.33	82.33	0.0	123.42	0.0	493.4	304.0	0.0	24.33	420.67	0.0	60.33	2.67	2905.33	0.0	195.0	13.67	188.0	125.13	2.0	0.0	95.19	0.0	0.0	2.0	2081.0	29.67	0.0	6.33	648.0	0.0	0.0	0.0	1.0	2.67	0.0	0.0	0.0	1148.04	0.0	0.0	206.0	0.0	4.33	48.33	1980.33	51.67	57.67	17.0	0.0	273.67	0.0	77.0	0.0	0.0	88.33	0.0	59.33	0.0	24.53	0.0	0.0	3.0	48.33	29.0	3.67	6.33	3.33	0.0	0.0	3.67	3.33
