function	description	ARTIB17W0	ARTIB17W4	ARTIB18W0	ARTIB18W4	ARTIB19W0	ARTIB19W4	ARTIB20W0	ARTIB20W4	ARTIB21W0	ARTIB21W4	ARTIB22W0	ARTIB22W4	ARTIB23W0	ARTIB23W4	ARTIB24W0	ARTIB24W4	ARTIB25W0	ARTIB25W4	ARTIB26W0	ARTIB26W4	ARTIB27W0	ARTIB27W4	ARTIB28W0	ARTIB28W4	ARTIB29W0	ARTIB29W4	ARTIB30W0	ARTIB30W4	ARTIB31W0	ARTIB31W4	ARTIB32W0	ARTIB32W4	ARTIB33W0	ARTIB33W4	ARTIB34W0	ARTIB34W4	ARTIB35W0	ARTIB35W4	ARTIB36W0	ARTIB36W4	ARTIB37W0	ARTIB37W4	ARTIB38W0	ARTIB38W4	PMT11W0	PMT12W0	PMT1W0	PMT27W0	PMT34W0	PMT34W48	PMT35W0	PMT35W48	PMT36W0	PMT37W0	PMT37W48	PMT40W0	PMT40W48	PMT43W0	PMT43W48	PMT44W0	PMT46W48	PMT48W0	PMT4W0	PMT4W48	PMT50W48	PMT52W0	PMT52W48	PMT58W0	PMT60W0	PMT60W48	PMT62W0	PMT62W48	PMT63W0	PMT64W0	PMT69W0	PMT69W48	PMT7W0	PMT7W48	R10W24	R12W24	R14W48	R15W48	R16W48	R17W48	R19W48	R20W48	R21W48	R22W48	R24W48	R25W48	R26W48	R29W48	R30W48	R4W48	R5W48
EC:1.1.1.1	Alcohol dehydrogenase	36067.65	26671.16	25761.65	36467.0	35199.47	34133.51	27550.7	27165.43	30923.29	26136.78	42380.66	45942.93	36852.62	40212.42	22790.57	28676.08	42772.08	35693.55	30622.94	30389.9	33109.35	26444.35	35057.86	31968.27	32704.910000000003	23440.5	37807.45	38770.07	44876.00000000001	51510.060000000005	36519.62	37720.2	32446.6	31497.61	33876.11	34237.33	49741.41	52936.47	48216.37	37562.11	44693.82	38266.38	37619.17	50601.16	38933.42	45444.57	46761.32	26609.19	48740.73	48573.94	51425.89	32519.47	68448.69	46993.92999999999	51338.98	52864.67	60108.8	50303.73	35495.14	59855.41	53903.28999999999	106169.83	63941.56	70628.0	57818.33	87564.34	15510.73	75149.22	48288.76	52833.32000000001	45671.02	89860.95	55703.39	52652.69	56519.83	64624.55	55393.56	56196.33	32268.67	54756.95	69885.48999999999	44049.9	30116.25	32525.47	18765.18	30507.98	43535.66	27125.58	29919.83	24388.22	27765.81	27714.13	31281.07	51368.56	37271.04
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	86477.94	64220.00000000001	79363.82	98566.0	89883.01999999999	86036.03	71165.93000000001	59334.7	89491.87999999999	75254.28	95110.05	103213.66	98124.47	104866.46	55436.38999999999	57630.38	88809.72	67112.4	78588.11000000002	73199.87	78043.64	68502.45	94931.84	89148.55	81985.70999999999	56148.15	79748.61	100684.53	86389.98000000001	96156.8	97056.50999999998	96087.91	92980.37	85940.04999999999	56738.37	80593.04000000001	100324.52	127854.13	122361.52	103660.67	107421.63	98106.77	83656.62	100576.43	124090.67	124710.3	120983.80999999998	104835.27	95977.84	112834.27	159982.07	124524.94	165081.44	132742.16999999998	126557.39	133118.05	172020.33000000002	130824.6	106067.08	166130.38	152522.39	237126.9	155902.86	153469.66999999998	163032.84999999998	250565.37	44107.15	162818.91999999998	102696.93	144031.38	115517.55	250836.52	168662.61000000002	99021.91	177290.97999999998	128621.39	144752.91	154874.40999999997	116783.27	140099.51	163259.24	120622.50999999998	86662.51000000001	83146.98000000001	56646.44	86181.16	123454.86	71414.93	93715.48	80050.66	74423.45	57883.56	88523.61	140095.13	117783.85
EC:1.1.1.103	L-threonine 3-dehydrogenase	1441.0	697.3299999999999	1145.0	1390.0	1975.0	1302.0	1090.0	1630.0	2261.66	3610.34	2113.0	2159.0	2249.0	3983.67	910.0	1366.0	1543.0	1439.83	1912.0	2438.25	1224.67	1103.0	1673.0	1240.33	1067.83	1667.0	862.14	1416.0	2168.99	650.0	805.0	837.33	3577.67	2357.0	373.33	1046.67	9254.0	1741.33	2174.67	2814.67	1086.0	1319.71	1225.0	2007.0	1851.19	1690.67	1663.0	1656.0	2784.0	726.6700000000001	1575.0	1367.33	2615.0	1499.0	998.0	1427.0	2569.0	920.67	1336.0	3385.0	1982.0	14068.57	841.0	1194.0	3523.0	12066.0	1576.33	2186.93	3248.33	2523.67	613.6700000000001	3886.0	2827.0	1643.67	3268.5	1954.0	492.0	1268.0	1853.33	2548.4	4087.33	2502.0	1409.33	1355.0	747.0	1105.0	4008.33	1131.0	1230.67	1333.33	898.33	2395.67	1284.0	2607.34	1352.33
EC:1.1.1.105	All-trans-retinol dehydrogenase (NAD(+))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33
EC:1.1.1.108	Carnitine 3-dehydrogenase	0.0	0.0	7.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	144.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	160.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	150.0	0.0	18.0	0.0	0.0	0.0	0.0	530.0	0.0	0.0	0.0	0.0	114.0	0.0	63.0	58.4	12.0	0.0	0.0	204.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.33
EC:1.1.1.11	D-arabinitol 4-dehydrogenase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	824.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	53.14	0.0	49.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186.0	123.71	0.0	0.0	22.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.57	0.0	0.0	206.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.122	D-threo-aldose 1-dehydrogenase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase	170.75	56.0	242.0	136.0	965.0	40.0	215.75	150.69	138.5	263.73	25.75	43.75	1090.0	2758.0	85.0	152.0	131.0	65.25	230.0	326.0	148.0	403.75	299.0	181.0	265.0	38.25	260.14	117.0	141.69	84.5	18.0	19.0	53.0	283.0	28.0	84.0	1676.0	42.0	198.69	133.0	525.0	447.71	191.0	121.0	1296.72	536.0	288.0	372.0	843.73	1409.25	461.5	261.0	2618.0	1500.0	220.0	159.0	1199.0	104.0	292.5	900.0	377.0	8955.57	21.0	84.0	1323.25	133.0	23.0	960.1	681.0	155.0	899.54	193.0	310.0	284.0	1656.0	44.75	314.0	77.0	617.0	4388.4	2928.5	614.0	428.0	1239.0	355.0	380.0	1650.0	256.0	392.0	387.0	38.0	321.0	606.0	815.0	271.0
EC:1.1.1.130	3-dehydro-L-gulonate 2-dehydrogenase	14.0	38.0	71.0	0.0	338.17	0.0	180.0	0.67	4.0	99.2	0.0	0.0	50.0	90.0	0.0	0.66	0.0	0.0	0.0	21.0	0.0	180.0	103.0	0.0	9.5	0.0	36.94	74.2	81.3	30.0	10.0	56.0	2.0	39.0	9.0	0.0	1617.2	55.0	39.0	0.0	2.0	0.0	9.0	0.0	115.0	185.0	0.0	65.0	124.8	77.0	51.0	343.0	1193.8	325.17	169.0	55.0	673.0	61.0	125.0	862.0	469.0	7020.8	7.0	8.0	463.0	0.0	58.0	143.2	105.68	0.0	27.0	208.0	380.0	0.0	376.8	13.0	41.33	14.5	130.32999999999998	559.57	180.0	411.17	274.0	80.0	14.0	146.0	1080.1	76.5	222.0	325.0	14.0	108.0	302.0	251.0	254.0
EC:1.1.1.132	GDP-mannose 6-dehydrogenase	0.0	0.0	0.0	0.0	29.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	19.6	0.0	0.0	0.0	0.0	0.0	0.0	112.4	0.0	16.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.133	dTDP-4-dehydrorhamnose reductase	32631.9	21332.5	32010.22	45439.84	27638.13	28357.42	26837.34	17057.79	42371.89	35451.6	29842.25	32983.18	40580.46000000001	48640.57	19735.230000000003	17536.95	29822.18	22498.81	26549.87	21838.17	31608.85	29641.75	35211.9	34286.0	27655.95	19118.95	27239.08	36449.130000000005	20906.33	32030.38	35808.619999999995	35532.84	41237.57	34173.17	19898.53	27336.13	41851.82	43630.79	56024.19	49606.09	38198.4	42171.83	22109.6	33365.3	39185.61	55113.58	45808.55	30999.99	45225.82	43911.09	51293.56	39672.23	58739.100000000006	43192.100000000006	49483.51	42731.43	61413.53	49067.87	39883.9	62879.48	53321.66	98906.95	62428.03	65813.5	61386.52	114107.6	18580.09	66876.26000000001	42124.61	47241.48	43294.41	89306.52	61265.18	30032.86	78780.44	55475.92	53178.1	62191.5	37534.44	60762.32	53337.27	49373.52	37105.42	30512.52	21763.69	32553.58	44203.28	26665.55	32150.500000000004	24843.64	29776.62	21110.84	30966.95	44364.78999999999	36650.6
EC:1.1.1.136	UDP-N-acetylglucosamine 6-dehydrogenase	34.0	539.0	38.0	33.0	191.87	49.67	92.0	85.0	31.5	139.36	77.5	216.0	24.0	36.0	66.0	382.0	62.3	0.0	125.67	369.79	51.0	276.0	26.0	161.0	83.0	23.0	43.0	51.5	65.33	147.0	65.0	45.0	15.0	17.0	245.0	90.0	925.5	1942.0	319.5	41.0	2413.67	323.0	374.0	69.0	93.0	2230.0	532.0	80.0	300.26	456.0	325.0	170.0	61.0	100.8	82.0	183.0	482.0	173.0	358.0	487.0	328.0	127.0	0.0	9.0	235.0	1.0	36.0	62.0	192.0	103.0	8.0	278.0	127.0	85.6	293.5	30.5	226.0	196.0	42.0	116.0	562.57	1200.0	887.8	71.0	95.0	36.0	573.0	532.0	195.0	229.0	19.0	221.0	54.0	257.67	118.0
EC:1.1.1.137	Ribitol-5-phosphate 2-dehydrogenase	563.5	1510.0	460.17	297.0	91.0	143.5	457.67	284.5	180.0	130.32999999999998	770.0	946.83	122.0	200.33	121.17	84.83	1871.17	767.17	8.0	277.5	3054.66	725.0	166.67000000000002	385.0	387.5	206.0	286.17	843.1700000000001	63.33	386.67	795.8399999999999	121.0	81.33	549.6700000000001	4669.0	474.0	6.33	242.17	1557.33	169.82999999999998	225.5	296.17	350.33	144.0	101.67	562.67	98.0	58.0	736.6600000000001	247.46	635.0	260.33000000000004	181.67	60.83	115.67	1502.83	264.84	237.17	1339.0	597.5	98.17	43.25	35.17	484.33	137.67	808.0	47.5	325.25	191.9	71.9	2508.5	156.67	80.83	210.5	39.0	264.5	1162.0	772.67	46.33	148.0	60.5	616.0	35.0	250.0	19.5	107.5	144.75	130.5	25.83	26.5	18.5	12.0	579.5	68.5	101.5
EC:1.1.1.14	L-iditol 2-dehydrogenase	19824.5	15751.83	15885.0	25202.0	20077.0	28339.73	13997.0	18774.69	26215.33	23257.460000000003	26924.33	28677.0	32551.33	35297.47	11801.0	14588.0	28345.53	21928.6	34168.4	27574.19	19137.42	16579.0	28472.16	29496.0	21803.0	16536.0	24586.6	39278.2	42274.47	37371.0	30279.0	32468.0	26931.0	21917.0	9981.25	18107.5	42022.87	46970.83	36357.36	27079.0	28716.33	24901.33	23795.0	22356.0	19286.0	26078.5	26815.0	17651.0	20128.89	32156.8	21892.0	17064.0	32107.8	28554.0	26404.0	22616.24	32984.0	24888.0	19391.5	31378.0	30708.5	123796.72	30167.0	32639.0	31528.0	42329.0	11380.0	44436.95	17934.0	39247.0	21679.54	62266.0	34589.0	22087.0	45744.3	33613.0	26253.5	45025.0	20606.0	26356.4	35442.5	23528.5	18210.0	14328.0	12427.0	19045.5	30057.85	12790.0	18365.0	15136.33	18282.0	14597.67	16254.16	28191.34	21165.33
EC:1.1.1.140	Sorbitol-6-phosphate 2-dehydrogenase	303.0	301.5	506.0	106.5	382.0	739.8699999999999	856.25	1172.75	98.33	530.1700000000001	201.67	503.5	772.17	2301.0	156.1	120.4	1663.17	812.0799999999999	1779.75	1077.75	3352.17	1139.75	387.25	49.83	730.3299999999999	375.25	700.75	776.0	3830.03	897.25	177.3	544.0799999999999	608.57	37.0	5485.58	412.67	4442.03	883.15	762.25	358.17	849.75	1457.0	1841.0	443.5	1124.05	647.5	252.0	2177.0	3151.25	4877.17	763.0	2008.83	877.0	1183.5	650.0	824.5	2086.25	1525.67	1098.5	1456.75	1435.75	4401.18	4289.0	429.75	3186.0	474.0	342.33	4330.33	2685.33	2081.17	2200.67	2161.0	1006.0	453.92	2583.0	8897.5	1938.0	7830.0	1229.33	330.75	1205.08	1292.0	250.83	204.0	1273.0	1326.0	2155.23	581.75	3648.17	464.83	2245.33	423.0	620.75	587.42	448.33
EC:1.1.1.145	3-beta-hydroxy-Delta(5)-steroid dehydrogenase	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	20128.0	13913.33	15099.17	21589.67	21489.5	17924.6	13747.33	15805.19	20794.17	17326.420000000002	19794.67	25110.0	25770.460000000003	28631.53	13856.16	15146.67	16058.37	10050.1	20934.07	19604.72	18824.07	18706.75	21224.86	21865.0	19608.5	10396.0	14386.03	20043.5	14251.78	14295.83	17603.17	19696.67	19589.9	21490.0	14422.7	19856.86	11598.2	17605.07	28645.86	25597.75	24583.99	21557.41	23581.67	22220.33	22536.47	31752.16	29032.17	17325.84	28040.09	25711.55	36268.0	15811.0	39019.0	31881.160000000003	25148.34	27802.62	31767.83	23836.75	24242.17	37356.0	34911.33	14302.49	28498.33	35812.17	24624.5	22116.17	7976.0	23282.35	19730.33	20027.49	22486.54	48400.0	38942.7	16917.17	31241.660000000003	23748.17	33533.5	31601.83	24177.66	28888.4	54769.66	28290.95	20583.97	16676.5	14768.16	19303.67	16393.559999999998	17206.17	15203.9	14109.16	13299.83	12218.0	20594.86	42451.17	19829.5
EC:1.1.1.159	7-alpha-hydroxysteroid dehydrogenase	4284.5	2278.0	3796.5	6053.5	4364.0	6874.17	2757.0	7076.1900000000005	7573.83	6291.6	8190.67	8583.0	7075.67	7231.0	3394.0	4771.5	5452.67	6152.83	10658.0	7649.75	4648.17	4504.0	6575.5	8684.33	4044.33	4113.0	7275.6	15154.7	12154.63	11428.0	8742.5	10248.33	11062.67	6635.5	2206.83	3556.67	12446.53	12162.0	9522.69	6602.42	5498.5	5388.0	6204.0	7541.5	2817.08	3469.5	5719.5	5344.0	5709.03	7581.17	4204.5	2914.83	5515.8	4958.5	4096.0	5888.5	4262.0	5699.67	3164.0	4588.0	5360.5	42524.380000000005	6997.0	9461.5	5741.5	19726.5	5223.33	8230.880000000001	5056.33	14615.17	3784.21	9095.5	4341.5	5154.67	9142.8	10619.0	3104.0	7329.5	5284.83	5501.799999999999	4559.33	3959.0	3967.33	2788.5	2492.5	3046.0	4714.68	2096.0	2371.67	2995.83	4206.33	2378.0	2040.0	6691.17	4173.83
EC:1.1.1.169	2-dehydropantoate 2-reductase	19170.7	12134.5	16746.53	25390.5	18772.76	23886.38	15065.03	16178.07	28002.22	23900.47	21806.12	25104.68	27884.08	33449.17	12050.58	14335.52	20687.42	18022.09	22404.42	19793.21	24174.57	22307.05	23877.65	25306.13	21881.33	14429.25	21081.88	28504.93	22645.18	23235.34	23214.22	22613.66	27321.94	22719.47	19280.61	19799.89	32638.55	28562.45	33184.57000000001	32063.7	29964.92	32559.91	19932.25	24764.0	19145.82	31246.85	25638.2	18273.3	36155.34	36999.16	28030.15	20722.61	43300.65	27668.04	26705.32	21272.3	32437.27	24457.74	23223.9	36899.58	34826.1	61932.15000000001	32828.03	51736.75	36229.67	59383.5	11004.65	41357.79	26798.49	26201.81	22330.68	55095.91	33105.58	21274.89	50594.84	47155.77	29902.78	32833.25	22762.29	33727.18	35693.350000000006	27325.61	23139.94	17180.57	14657.76	19811.14	30119.28	14520.0	16466.52	14454.61	14810.82	13530.77	17202.55	27277.85	20377.23
EC:1.1.1.17	Mannitol-1-phosphate 5-dehydrogenase	3379.5	4272.5	3093.5	3528.0	3461.0	4782.7	2187.25	6687.25	3063.5	3548.0	4201.0	5765.5	5170.5	6511.0	1845.5	4072.5	6651.0	3773.95	9011.75	6269.75	10086.0	4585.75	3107.25	5835.67	5282.0	2203.25	3830.89	8017.5	13071.49	6567.25	3903.0	5888.75	3366.9	3253.5	13690.75	3627.0	9274.7	5220.65	8034.75	3916.5	5720.25	6715.91	6123.0	3991.0	2044.36	2613.5	2489.5	5038.0	5258.25	8875.0	5082.5	4439.5	991.5	6545.5	5733.0	5813.0	5580.25	4966.0	4379.0	4762.75	5418.25	33299.42	13735.0	5826.25	7297.5	1733.5	2287.0	6958.0	3535.0	8828.0	6043.5	3159.5	2042.5	3119.75	7270.5	14645.5	7225.0	16195.5	3623.5	3699.25	5551.75	3329.12	1501.5	2245.5	4194.5	5599.0	6011.4	3464.75	4852.5	1373.0	5382.0	1007.0	2677.75	5285.25	2413.5
EC:1.1.1.179	D-xylose 1-dehydrogenase (NADP(+))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.18	Inositol 2-dehydrogenase	599.0	515.0	939.0	582.0	1202.0	367.71	1202.36	1109.67	758.0	1309.3200000000002	550.0	751.0	1961.29	3155.0	758.0	556.29	1950.0	1052.2	2162.0	806.43	828.0	305.0	1398.0	256.0	466.5	238.0	828.14	1206.0	5288.79	953.29	411.0	1152.71	395.0	269.0	446.0	573.0	3781.57	1777.5	1212.81	961.36	1201.0	815.71	3075.0	808.0	691.01	4756.71	426.0	816.0	1000.32	2589.0	1121.0	1499.0	295.0	1667.0	1057.5	1099.0	3877.0	2326.0	1900.5	2984.0	2899.0	954.57	6618.5	703.0	4845.0	826.0	848.5699999999999	14210.0	1138.0	3815.0	3076.08	3208.71	2052.0	994.07	7607.14	682.0	3249.0	11815.0	768.0	1424.21	6514.139999999999	2710.57	804.0	1126.0	289.0	1163.14	4882.57	861.0	2846.0	445.0	1960.43	2009.86	1321.0	2466.64	1080.43
EC:1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase	14148.37	10785.0	21553.6	14006.75	21750.0	8586.689999999999	19685.06	9943.92	14283.82	12221.7	16945.55	21206.08	13046.72	11070.6	10458.73	12648.419999999998	20988.34	15553.64	9345.1	11500.69	10425.1	9240.7	13139.19	12114.87	10068.95	7123.45	13594.98	13282.33	20256.91	22865.21	13892.320000000002	8618.429999999998	9632.14	12390.87	11893.2	14024.329999999998	24724.4	20685.25	15191.89	11005.48	14931.73	11329.14	15850.02	20483.8	36282.37	28848.66	27208.51	35388.11	19518.42	15173.070000000002	51497.25	41427.04	44349.15	37927.95	23080.03	42278.42	49555.11	35659.39	26922.090000000004	46644.9	39138.64	53939.97	50901.83	26583.42	53569.44	33460.85	9318.35	36294.76	32175.800000000003	35544.350000000006	28523.94	68794.28	49229.77	29563.0	45592.55	22244.57	37008.15	23568.660000000003	35073.39	40327.42	48687.73	31584.29	19898.85	24876.370000000003	15934.589999999998	20375.94	30074.06	20545.05	30195.24	24256.02	20490.38	15063.989999999998	25954.42	38761.03	36547.01
EC:1.1.1.2	Alcohol dehydrogenase (NADP(+))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.57	0.0	23.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.86	0.0	0.0
EC:1.1.1.202	1,3-propanediol dehydrogenase	0.0	150.0	0.0	0.0	0.0	0.0	9.0	220.69	0.0	126.09	0.0	0.0	180.8	1098.0	0.0	0.0	0.0	21.0	0.0	30.29	0.0	205.0	0.0	0.0	68.0	3.0	74.47	0.0	51.29	19.0	0.0	0.0	0.0	10.0	3.0	17.2	0.0	0.0	34.69	0.0	186.0	124.11	78.0	0.0	56.86	286.0	289.0	0.0	605.5899999999999	680.25	39.0	72.0	0.0	0.0	11.0	0.0	15.0	165.0	0.0	238.0	0.0	624.57	0.0	72.0	206.0	0.0	0.0	288.0	266.0	0.0	0.54	0.0	92.2	6.0	0.0	25.0	73.0	453.0	57.0	69.0	29.0	51.0	25.0	4.0	0.0	11.0	21.0	37.0	0.4	43.0	0.0	158.0	0.0	191.0	29.0
EC:1.1.1.203	Uronate dehydrogenase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.205	IMP dehydrogenase	41821.07	31788.160000000003	31912.300000000003	38215.25	37738.880000000005	32564.460000000003	28179.81	30918.92	37998.56	34400.090000000004	42077.84	53375.09	38586.16	40036.72	31354.97	42049.490000000005	39859.64	32525.17	30396.880000000005	28476.24	33588.33	30178.5	35595.759999999995	36568.17	34335.56	23509.95	39418.73	34644.3	47392.2	43050.51	36174.55	37136.47	35072.07	33010.34	30405.1	44896.37	35807.58	41638.7	50199.42	39612.810000000005	40515.89	37823.87	42875.44	50206.46	52800.19	55298.13	66997.88	48624.25	52143.81	43934.88	78167.73999999999	55469.82	72609.27	60352.84	54380.19	73577.05	70992.47	65926.20999999999	44950.83	69955.23000000001	64058.66	72610.02	101295.19	93603.59	79741.04999999999	97054.69	19471.71	60228.240000000005	58005.56999999999	57604.880000000005	51165.74	92833.15	69065.35	55518.3	73865.20999999999	68055.79000000001	67143.59999999999	64834.07000000001	52013.07	62044.47	79239.95999999999	48156.54000000001	34426.76	35636.270000000004	24595.68	37866.78	51123.29	34599.97	38384.92	32917.13	33340.869999999995	27862.6	39152.72	64924.49	48417.32000000001
EC:1.1.1.206	Tropinone reductase I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	424.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
